Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompaniesRotation,PercYearsCurrManager,PercYearsLastPromotion,PercYearsCurrentRole,MonthlyIncome_cat_encode,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Gender_Male,Department_Research & Development,Attrition_Yes,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
49,20,4,3,3,2,1,1,3,3,0,16,2,2,15,9,5,9,10.0,0.7333333333333333,0.3333333333333333,0.7333333333333333,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
43,28,3,2,4,1,3,4,3,4,0,18,2,3,3,2,1,2,4.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
50,12,3,3,3,3,4,4,3,4,0,16,3,3,2,2,2,1,4.0,0.5,1.0,1.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
31,20,3,2,1,2,3,3,3,3,1,4,2,3,2,2,2,2,1.3333333333333333,1.0,1.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
41,9,1,3,3,3,3,3,3,3,1,12,2,3,9,7,0,7,4.0,0.7777777777777778,0.0,0.7777777777777778,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
26,25,1,3,3,1,3,1,4,4,1,8,3,3,8,7,5,7,8.0,0.875,0.625,0.875,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,6,2,2,3,2,2,6,4,4,2,7,1,3,3,2,0,1,1.1666666666666667,0.3333333333333333,0.0,0.6666666666666666,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
51,8,4,1,1,3,4,2,3,4,0,18,2,3,4,2,0,3,9.0,0.75,0.0,0.5,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
39,4,4,4,2,2,3,4,3,3,1,17,1,4,15,9,5,9,4.25,0.6,0.3333333333333333,0.7333333333333333,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25,28,3,1,2,2,3,2,3,4,0,6,3,3,2,2,2,2,3.0,1.0,1.0,1.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
30,9,3,3,3,2,4,0,3,4,0,12,2,1,11,9,4,7,0.0,0.6363636363636364,0.36363636363636365,0.8181818181818182,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
32,9,3,1,3,1,1,7,4,1,0,10,2,4,5,4,0,4,1.4285714285714286,0.8,0.0,0.8,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
45,29,3,3,3,1,4,5,3,2,0,9,2,2,6,5,0,3,1.8,0.5,0.0,0.8333333333333334,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
38,3,5,4,3,2,3,3,4,2,0,19,2,3,3,2,2,2,6.333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
30,18,3,1,3,1,3,1,3,3,0,5,4,2,5,4,0,4,5.0,0.8,0.0,0.8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
32,9,2,4,1,2,4,0,3,4,2,9,2,4,8,7,0,7,0.0,0.875,0.0,0.875,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
30,5,3,4,3,1,1,5,3,4,1,8,3,3,3,2,2,2,1.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
30,2,1,2,2,1,4,0,3,4,0,6,3,3,5,3,1,2,0.0,0.4,0.2,0.6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
41,10,3,4,2,4,1,4,3,2,1,21,2,2,7,6,7,7,5.25,1.0,1.0,0.8571428571428571,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
41,9,4,3,3,1,1,2,4,4,1,7,2,3,5,0,1,4,3.5,0.8,0.2,0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
19,3,1,2,3,1,2,1,3,4,0,1,3,3,1,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
40,26,3,2,3,2,2,1,3,1,1,20,2,3,15,7,2,9,10.0,0.65,0.1,0.35,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
35,1,5,3,3,3,2,1,3,1,2,10,3,3,10,8,0,6,10.0,0.6,0.0,0.8,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
53,6,2,2,3,2,3,2,4,4,1,13,3,1,7,7,4,5,6.5,0.7142857142857143,0.5714285714285714,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
45,9,3,2,3,2,2,7,3,3,1,20,2,1,15,9,0,9,2.5,0.8823529411764706,0.0,0.5294117647058824,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
32,8,3,2,3,3,4,1,3,4,0,9,2,3,9,8,3,7,9.0,0.7777777777777778,0.3333333333333333,0.8888888888888888,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
29,1,1,4,3,2,3,1,3,1,1,10,1,3,10,7,0,9,10.0,0.9,0.0,0.7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
51,7,4,2,2,2,3,2,3,3,0,10,2,3,1,0,0,0,5.0,0.0,0.0,0.0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
58,9,3,2,2,1,2,4,4,2,1,9,3,2,1,0,0,0,2.25,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
40,4,4,3,2,3,4,7,3,1,1,15,2,2,12,9,2,9,2.142857142857143,0.9166666666666666,0.16666666666666666,0.9166666666666666,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
34,2,4,3,3,1,3,6,3,4,1,6,3,3,4,3,1,2,1.0,0.5,0.25,0.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,19,1,3,3,1,4,1,4,1,2,2,5,3,2,2,2,2,2.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
27,9,3,4,3,1,2,6,3,4,1,6,1,1,2,2,2,2,1.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
28,21,3,3,3,1,4,1,3,3,1,5,2,1,5,2,0,2,5.0,0.4,0.0,0.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
57,24,2,3,4,3,4,3,3,2,1,12,2,1,5,3,1,4,4.0,0.8,0.2,0.6,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
27,3,3,3,2,1,3,1,3,4,1,1,2,2,1,1,0,1,1.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
50,11,3,3,3,5,2,3,3,2,0,21,5,3,5,4,4,4,7.0,0.8,0.8,0.8,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
41,14,3,1,3,1,3,4,3,1,1,13,2,3,9,8,1,8,3.25,0.8888888888888888,0.1111111111111111,0.8888888888888888,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
30,5,3,2,3,3,4,2,3,3,1,12,2,3,10,9,7,4,6.0,0.4,0.7,0.9,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
38,1,4,1,2,2,4,4,4,3,0,12,2,4,8,3,0,7,3.0,0.875,0.0,0.375,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32,6,5,3,3,1,3,3,4,1,0,8,2,3,5,4,1,4,2.6666666666666665,0.8,0.2,0.8,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
27,17,3,3,3,1,2,0,3,4,1,6,3,2,5,2,1,1,0.0,0.2,0.2,0.4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
19,1,1,3,1,1,1,0,4,1,0,1,5,4,1,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
36,3,2,4,3,1,2,4,3,3,0,13,3,2,8,7,7,2,3.25,0.25,0.875,0.875,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
30,9,3,3,3,2,1,1,3,3,2,12,4,3,12,9,6,9,10.0,0.8333333333333334,0.5,0.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
45,4,2,3,3,2,1,4,3,1,1,9,3,4,5,4,0,3,2.25,0.6,0.0,0.8,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
56,8,3,3,3,1,1,4,3,3,1,19,3,3,2,2,2,2,4.75,1.0,1.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
33,2,3,3,3,1,4,0,3,1,0,4,2,4,3,1,0,2,0.0,0.6666666666666666,0.0,0.3333333333333333,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
19,2,3,2,2,1,4,1,4,3,0,1,3,2,1,0,1,0,1.0,0.0,1.0,0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
46,1,2,2,3,3,1,1,4,3,2,23,2,3,15,9,7,7,10.0,0.2916666666666667,0.625,0.5416666666666666,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,9,2,3,3,1,4,1,3,3,0,2,3,3,2,2,2,1,2.0,0.5,1.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
31,12,1,3,3,1,4,7,4,3,1,7,1,3,4,2,0,2,0.875,0.5,0.0,0.5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
34,27,2,4,3,1,2,2,3,4,0,9,3,3,3,2,1,2,4.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
41,20,2,2,3,1,2,1,4,4,0,4,5,2,4,3,0,2,4.0,0.5,0.0,0.75,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
50,1,3,3,2,1,3,2,3,4,1,5,2,2,3,2,0,2,2.5,0.6666666666666666,0.0,0.6666666666666666,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
53,13,2,4,4,2,1,1,3,3,2,5,3,3,4,2,1,3,5.0,0.75,0.25,0.5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
33,14,3,4,3,1,2,1,3,4,1,8,5,3,8,7,1,6,8.0,0.75,0.125,0.875,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
40,4,1,4,3,5,3,1,3,2,1,21,2,3,15,8,7,9,10.0,0.45,0.45,0.4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
55,14,4,3,4,5,2,7,3,4,0,23,3,3,15,9,2,9,4.5,0.625,0.08333333333333333,0.625,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
34,2,1,4,2,2,3,1,3,3,0,10,2,2,10,9,1,9,10.0,0.9,0.1,0.9,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
51,3,3,4,3,4,2,3,3,3,0,21,5,3,7,7,1,0,7.0,0.0,0.14285714285714285,1.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
52,1,4,3,2,5,3,0,3,1,1,23,5,3,15,9,7,9,0.0,0.2727272727272727,0.3333333333333333,0.5454545454545454,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
27,9,3,4,3,1,2,1,3,4,0,7,2,2,7,7,0,3,7.0,0.42857142857142855,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
35,23,2,2,2,2,3,3,3,1,0,8,1,3,1,0,0,1,2.6666666666666665,1.0,0.0,0.0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
43,7,3,4,4,1,4,4,3,4,2,7,3,4,5,4,2,2,1.75,0.4,0.4,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
45,2,2,1,2,4,4,7,4,4,1,22,1,3,15,8,7,8,2.4444444444444446,0.4,0.55,0.4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
37,21,3,2,4,1,1,1,3,1,1,8,3,2,8,7,1,7,8.0,0.875,0.125,0.875,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
35,2,3,2,3,2,2,5,3,4,0,10,5,3,6,2,1,2,2.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
42,21,2,3,3,2,3,2,3,2,1,11,5,3,5,3,0,2,5.5,0.4,0.0,0.6,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
38,2,4,4,3,2,3,7,3,2,0,14,3,3,1,0,0,0,1.5555555555555556,0.0,0.0,0.0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
38,29,3,4,3,2,4,3,3,1,1,9,3,1,7,7,1,7,3.0,1.0,0.14285714285714285,1.0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
27,1,1,3,2,2,1,5,3,3,1,6,1,3,2,2,2,0,1.2,0.0,1.0,1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
49,18,4,4,3,2,4,1,3,1,2,7,1,3,7,7,1,7,7.0,1.0,0.14285714285714285,1.0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
34,10,4,4,3,1,3,1,3,4,1,5,4,4,5,3,2,0,5.0,0.0,0.4,0.6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
40,19,2,3,3,2,4,7,3,3,1,15,2,4,7,2,3,7,1.875,1.0,0.42857142857142855,0.2857142857142857,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
38,29,1,2,3,2,1,7,3,2,0,17,2,3,1,0,0,0,2.4285714285714284,0.0,0.0,0.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
29,27,3,2,3,3,4,1,4,4,2,10,3,2,10,4,1,9,10.0,0.9,0.1,0.4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
22,5,3,4,4,1,2,1,3,1,1,4,2,2,4,2,2,2,4.0,0.5,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
36,18,1,2,3,1,4,1,3,1,0,8,2,3,8,1,1,7,8.0,0.875,0.125,0.125,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
40,9,5,4,2,2,4,7,3,4,1,5,5,1,3,2,0,2,0.5555555555555556,0.6666666666666666,0.0,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
46,1,4,4,3,3,1,7,3,3,1,17,3,3,4,2,0,3,2.4285714285714284,0.75,0.0,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
32,4,4,4,1,3,4,1,3,3,0,14,2,2,14,8,7,8,10.0,0.5714285714285714,0.6428571428571429,0.5714285714285714,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
30,1,1,3,2,3,3,1,4,3,0,12,2,3,11,8,5,8,10.0,0.7272727272727273,0.45454545454545453,0.7272727272727273,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
27,20,3,4,3,2,3,1,3,4,0,7,2,3,7,7,0,7,7.0,1.0,0.0,1.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
51,8,4,2,2,3,2,5,3,4,2,16,5,1,10,9,4,7,3.2,0.7,0.4,0.9,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
30,3,3,4,3,1,1,5,3,3,0,8,5,3,5,2,0,4,1.6,0.8,0.0,0.4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
41,6,3,4,3,3,4,3,3,3,0,16,3,3,1,0,0,0,5.333333333333333,0.0,0.0,0.0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
30,26,4,3,2,2,1,5,3,3,0,9,5,2,6,3,0,1,1.8,0.16666666666666666,0.0,0.5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
29,1,3,3,3,1,3,0,3,4,0,7,1,2,6,2,1,5,0.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0
45,6,3,4,2,3,4,6,3,4,0,23,2,3,15,7,7,8,3.8333333333333335,0.42105263157894735,0.631578947368421,0.3684210526315789,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54,3,3,4,3,2,1,2,3,4,1,16,4,3,6,2,0,5,8.0,0.8333333333333334,0.0,0.3333333333333333,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36,5,2,4,3,2,2,7,3,4,0,16,3,4,13,9,3,7,2.0,0.5384615384615384,0.23076923076923078,0.8461538461538461,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
33,4,4,3,2,1,2,6,4,4,0,7,3,3,3,2,1,1,1.1666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
37,11,3,2,3,3,4,1,3,3,2,10,1,3,10,8,0,7,10.0,0.7,0.0,0.8,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
38,3,3,1,3,3,3,0,3,3,2,17,5,2,15,9,5,9,0.0,0.8125,0.3125,0.625,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31,1,4,3,1,2,3,0,3,4,1,6,2,3,5,4,1,4,0.0,0.8,0.2,0.8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
59,3,3,3,2,1,4,3,3,1,1,7,5,3,1,0,0,0,2.3333333333333335,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
37,4,4,1,3,1,4,4,3,3,1,13,2,3,9,8,5,8,3.25,0.8888888888888888,0.5555555555555556,0.8888888888888888,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29,1,1,2,3,3,4,1,3,4,1,11,5,3,11,9,4,1,10.0,0.09090909090909091,0.36363636363636365,0.9090909090909091,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35,1,3,3,3,3,3,1,3,1,0,10,3,4,10,7,0,8,10.0,0.8,0.0,0.7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
29,18,1,3,2,1,4,1,3,3,0,4,3,2,4,3,0,1,4.0,0.25,0.0,0.75,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
52,2,3,3,2,1,4,7,3,2,0,6,3,2,2,2,2,2,0.8571428571428571,1.0,1.0,1.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
42,4,2,3,3,5,4,1,3,4,0,22,3,3,15,9,7,9,10.0,0.6818181818181818,0.5,0.7727272727272727,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
59,6,2,2,3,1,3,7,3,4,0,7,2,2,2,2,2,2,0.875,1.0,1.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
50,1,4,4,3,5,4,3,3,3,1,23,3,2,7,0,0,6,10.0,0.8571428571428571,0.0,0.0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,14,3,3,3,1,4,5,3,3,1,8,2,1,5,4,0,4,1.6,0.8,0.0,0.8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
43,16,3,4,3,4,4,5,4,3,1,22,3,3,15,9,1,9,4.4,0.5294117647058824,0.058823529411764705,0.7647058823529411,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
33,2,2,1,3,1,1,7,4,1,0,13,3,4,9,7,1,7,1.8571428571428572,0.7777777777777778,0.1111111111111111,0.7777777777777778,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
52,2,4,1,2,5,3,1,3,4,0,23,2,4,15,7,7,9,10.0,0.36363636363636365,0.45454545454545453,0.21212121212121213,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
32,4,2,3,3,1,2,2,3,1,1,6,5,3,4,3,1,2,3.0,0.5,0.25,0.75,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32,1,3,4,2,1,3,0,3,4,0,4,2,1,3,2,1,2,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1
39,1,4,3,3,1,3,7,3,3,2,7,1,3,3,2,1,2,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32,26,4,3,3,2,4,0,3,1,0,4,2,3,3,2,2,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
41,19,2,3,3,2,1,2,3,1,2,17,2,2,1,0,0,0,8.5,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
40,24,2,1,3,2,4,1,3,1,2,9,3,3,9,8,4,7,9.0,0.7777777777777778,0.4444444444444444,0.8888888888888888,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
45,1,3,3,4,5,4,0,3,3,1,23,2,3,15,0,1,7,0.0,0.2916666666666667,0.041666666666666664,0.0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
31,3,4,2,3,3,3,7,3,1,1,9,3,3,2,2,2,2,1.0,1.0,1.0,1.0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
33,5,4,3,2,1,4,1,3,3,1,2,2,2,2,2,0,2,2.0,1.0,0.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
34,2,4,4,2,2,1,6,3,2,1,13,3,3,11,9,5,9,2.1666666666666665,0.8181818181818182,0.45454545454545453,0.8181818181818182,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
37,1,2,3,2,1,1,2,3,1,1,17,2,2,3,1,0,2,8.5,0.6666666666666666,0.0,0.3333333333333333,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
45,7,4,1,4,2,3,4,3,4,1,9,1,3,3,2,0,2,2.25,0.6666666666666666,0.0,0.6666666666666666,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
37,10,3,1,3,3,3,6,3,2,2,17,5,3,1,0,0,0,2.8333333333333335,0.0,0.0,0.0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
39,2,4,3,3,3,3,0,4,4,0,20,1,3,15,6,7,8,0.0,0.42105263157894735,0.5789473684210527,0.3157894736842105,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,15,3,3,3,1,4,1,3,1,0,6,1,3,6,5,1,5,6.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
42,17,2,4,4,2,1,3,3,3,0,10,1,3,3,2,0,2,3.3333333333333335,0.6666666666666666,0.0,0.6666666666666666,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
29,20,2,4,3,2,4,2,3,4,1,10,2,3,3,2,0,2,5.0,0.6666666666666666,0.0,0.6666666666666666,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25,1,3,1,3,2,3,0,3,4,2,5,3,3,4,2,1,2,0.0,0.5,0.25,0.5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
42,2,3,4,2,1,1,0,3,3,1,10,4,3,9,6,7,8,0.0,0.8888888888888888,0.7777777777777778,0.6666666666666666,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
40,2,2,1,3,5,3,0,3,4,1,22,5,3,15,7,3,9,0.0,0.42857142857142855,0.14285714285714285,0.3333333333333333,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
51,1,3,3,3,1,4,1,3,2,0,1,1,2,1,0,0,0,1.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
31,29,2,3,2,1,2,0,3,2,0,6,2,4,5,4,1,4,0.0,0.8,0.2,0.8,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
32,7,3,2,4,1,2,1,4,3,0,5,3,1,5,1,0,3,5.0,0.6,0.0,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
